Date,Time,Longitude,Latitude,Group,Quadrat size,Vegetation type,Quadrat #,Tallest tree,Foliage cover,Ground cover,Litter depth,Small trees,Shrub size,Shrub count,Tree Species Name,Tree Species DBH,Acacia Dominant,Angophora Dominant,Araucaria Dominant,Banksia Dominant,Callitris Dominant,Casuarina Dominant,Eucalyptus Dominant,Lophostemon Dominant,Melaleuca Dominant,Syncarpia Dominant,area,Basal Area,Frequency,Density,Relative Basal Area,Relative Frequency,Relative Density,Relative Importance,Week,Group color,Spider Hole,Spider Hole Density
28/06/2015,6:05:09 PM,NA,NA,green spider heaven,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Melaleuca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,6:05:09 PM,NA,NA,green spider heaven,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,6:05:09 PM,NA,NA,green scribbly gum,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Acacia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,6:05:09 PM,NA,NA,green scribbly gum,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Angophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,6:05:09 PM,NA,NA,green scribbly gum,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Araucaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,6:05:09 PM,NA,NA,green scribbly gum,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Callitris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,6:05:09 PM,NA,NA,green scribbly gum,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Casuarina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,6:05:09 PM,NA,NA,green scribbly gum,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Lophostemon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,6:05:09 PM,NA,NA,green scribbly gum,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Melaleuca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,6:05:09 PM,NA,NA,green scribbly gum,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Syncarpia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
28/06/2015,6:05:09 PM,NA,NA,green scribbly gum,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,green,NA,NA
29/06/2015,1:42:51 PM,NA,NA,Cass,10x10m,,1,20,0.37,0.1,10,NA,0-2m,NA,,NA,No,No,No,Yes,No,Yes,No,No,No,No,100,NA,NA,NA,NA,NA,NA,NA,Week 1,red,0,0
29/06/2015,1:43:34 PM,NA,NA,Cass,10x10m,,2,20,0.5,0.15,10,NA,0-2m,NA,,NA,No,No,No,Yes,No,Yes,No,No,No,No,100,NA,NA,NA,NA,NA,NA,NA,Week 1,red,0,0
29/06/2015,1:43:49 PM,NA,NA,Cass,10x10m,,3,20,0.25,0.05,10,NA,0-2m,NA,,NA,No,No,No,Yes,No,Yes,No,No,No,No,100,NA,NA,NA,NA,NA,NA,NA,Week 1,red,0,0
29/06/2015,1:44:06 PM,NA,NA,Cass,10x10m,,4,20,0.4,0.1,10,NA,0-2m,NA,,NA,No,No,No,Yes,No,Yes,No,No,No,No,100,NA,NA,NA,NA,NA,NA,NA,Week 1,red,0,0
29/06/2015,12:24:40 PM,NA,NA,Red group spider heaven,20x20m,NA,1,30,0.68,0.01,6,NA,0-2m,NA,,NA,No,No,No,Yes,No,No,Yes,No,No,No,400,NA,NA,NA,NA,NA,NA,NA,Week 1,red,40,0.1
29/06/2015,12:28:11 PM,NA,NA,Red group spider heaven,20x20m,NA,2,30,0.62,0.07,40,NA,0-2m,NA,,NA,No,No,No,Yes,No,No,Yes,No,No,No,400,NA,NA,NA,NA,NA,NA,NA,Week 1,red,40,0.1
29/06/2015,12:32:32 PM,NA,NA,Red group spider heaven,20x20m,NA,3,30,0.55,0.08,30,NA,0-2m,NA,,NA,No,No,No,Yes,No,No,Yes,No,No,No,400,NA,NA,NA,NA,NA,NA,NA,Week 1,red,40,0.1
29/06/2015,12:35:17 PM,NA,NA,Red group spider heaven,20x20m,NA,4,30,0.52,0.08,35,NA,0-2m,NA,,NA,No,No,No,Yes,No,No,Yes,No,No,No,400,NA,NA,NA,NA,NA,NA,NA,Week 1,red,40,0.1
29/06/2015,1:42:51 PM,NA,NA,Cass,10x10m,,0,NA,NA,NA,NA,NA,NA,NA,Casuarina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.121019108,2,0.02,0.05,0.09,0.21,0.12,Week 1,red,NA,NA
29/06/2015,1:42:51 PM,NA,NA,Cass,10x10m,,0,NA,NA,NA,NA,NA,NA,NA,Banksia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.732484076,1,0.01,0.04,0.04,0.11,0.06,Week 1,red,NA,NA
29/06/2015,1:42:51 PM,NA,NA,Cass,10x10m,,0,NA,NA,NA,NA,NA,NA,NA,Callitris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.015923567,1,0.01,0.03,0.04,0.11,0.06,Week 1,red,NA,NA
29/06/2015,1:42:51 PM,NA,NA,Cass,10x10m,,0,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.24522293,1,0.01,0.05,0.04,0.11,0.07,Week 1,red,NA,NA
29/06/2015,1:42:51 PM,NA,NA,Red group spider heaven,10x10m,NA,0,NA,NA,NA,NA,NA,NA,NA,Banksia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.24840764,8,0.02,0.31,0.35,0.21,0.29,Week 1,red,NA,NA
29/06/2015,1:42:51 PM,NA,NA,Red group spider heaven,10x10m,NA,0,NA,NA,NA,NA,NA,NA,NA,Syncarpia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.36624204,4,0.01,0.1,0.17,0.11,0.13,Week 1,red,NA,NA
29/06/2015,1:42:51 PM,NA,NA,Red group spider heaven,10x10m,NA,0,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.25159236,6,0.015,0.42,0.26,0.16,0.28,Week 1,red,NA,NA
29/06/2015,1:42:51 PM,NA,NA,Cass,10x10m,,0,NA,NA,NA,NA,NA,NA,NA,Acacia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,red,NA,NA
29/06/2015,1:42:51 PM,NA,NA,Cass,10x10m,,0,NA,NA,NA,NA,NA,NA,NA,Angophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,red,NA,NA
29/06/2015,1:42:51 PM,NA,NA,Cass,10x10m,,0,NA,NA,NA,NA,NA,NA,NA,Araucaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,red,NA,NA
29/06/2015,1:42:51 PM,NA,NA,Cass,10x10m,,0,NA,NA,NA,NA,NA,NA,NA,Lophostemon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,red,NA,NA
29/06/2015,1:42:51 PM,NA,NA,Cass,10x10m,,0,NA,NA,NA,NA,NA,NA,NA,Melaleuca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,red,NA,NA
29/06/2015,1:42:51 PM,NA,NA,Cass,10x10m,,0,NA,NA,NA,NA,NA,NA,NA,Syncarpia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,red,NA,NA
29/06/2015,1:42:51 PM,NA,NA,Cass,10x10m,,0,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,red,NA,NA
29/06/2015,1:42:51 PM,NA,NA,Red group spider heaven,10x10m,NA,0,NA,NA,NA,NA,NA,NA,NA,Acacia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,red,NA,NA
29/06/2015,1:42:51 PM,NA,NA,Red group spider heaven,10x10m,NA,0,NA,NA,NA,NA,NA,NA,NA,Angophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,red,NA,NA
29/06/2015,1:42:51 PM,NA,NA,Red group spider heaven,10x10m,NA,0,NA,NA,NA,NA,NA,NA,NA,Araucaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,red,NA,NA
29/06/2015,1:42:51 PM,NA,NA,Red group spider heaven,10x10m,NA,0,NA,NA,NA,NA,NA,NA,NA,Callitris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,red,NA,NA
29/06/2015,1:42:51 PM,NA,NA,Red group spider heaven,10x10m,NA,0,NA,NA,NA,NA,NA,NA,NA,Casuarina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,red,NA,NA
29/06/2015,1:42:51 PM,NA,NA,Red group spider heaven,10x10m,NA,0,NA,NA,NA,NA,NA,NA,NA,Lophostemon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,red,NA,NA
29/06/2015,1:42:51 PM,NA,NA,Red group spider heaven,10x10m,NA,0,NA,NA,NA,NA,NA,NA,NA,Melaleuca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,red,NA,NA
29/06/2015,1:42:51 PM,NA,NA,Red group spider heaven,10x10m,NA,0,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,red,NA,NA
30/06/2015,11:35:13 AM,NA,NA,Yellow group spider heaven,20x20m,NA,1,25,0.5,0.2,3,NA,2-8m,NA,,NA,No,No,No,Yes,No,Yes,Yes,No,No,Yes,400,NA,NA,NA,NA,NA,NA,NA,Week 1,yellow,35,0.0875
30/06/2015,11:38:49 AM,NA,NA,Yellow group spider heaven,20x20m,NA,2,25,0.7,0.1,10,NA,2-8m,NA,,NA,No,No,No,Yes,No,Yes,Yes,No,No,Yes,400,NA,NA,NA,NA,NA,NA,NA,Week 1,yellow,35,0.0875
30/06/2015,11:41:12 AM,NA,NA,Yellow group spider heaven,20x20m,NA,3,25,0.7,0.05,3,NA,2-8m,NA,,NA,No,No,No,Yes,No,Yes,Yes,No,No,Yes,400,NA,NA,NA,NA,NA,NA,NA,Week 1,yellow,35,0.0875
30/06/2015,11:43:43 AM,NA,NA,Yellow group spider heaven,20x20m,NA,4,25,0.6,0.23,12,NA,2-8m,NA,,NA,No,No,No,Yes,No,Yes,Yes,No,No,Yes,400,NA,NA,NA,NA,NA,NA,NA,Week 1,yellow,35,0.0875
30/06/2015,8:57:56 AM,NA,NA,green,10x10m,NA,1,13,0.65,0.15,15,NA,0-2m,NA,,NA,No,No,No,No,No,No,Yes,No,No,No,100,NA,NA,NA,NA,NA,NA,NA,Week 1,yellow,0,0
30/06/2015,8:59:47 AM,NA,NA,green,10x10m,NA,2,13,0.55,0.15,15,NA,0-2m,NA,,NA,No,No,No,No,No,No,Yes,No,No,No,100,NA,NA,NA,NA,NA,NA,NA,Week 1,yellow,0,0
30/06/2015,9:00:53 AM,NA,NA,green,10x10m,NA,3,13,0.45,0.45,15,NA,0-2m,NA,,NA,No,No,No,No,No,No,Yes,No,No,No,100,NA,NA,NA,NA,NA,NA,NA,Week 1,yellow,0,0
30/06/2015,9:01:23 AM,NA,NA,green,10x10m,NA,4,13,0.6,0.4,15,NA,0-2m,NA,,NA,No,No,No,No,No,No,Yes,No,No,No,100,NA,NA,NA,NA,NA,NA,NA,Week 1,yellow,0,0
30/06/2015,1:33:55 PM,NA,NA,Yellow group lake,20x20m,NA,1,34,0.25,0.05,4,NA,0-2m,NA,,NA,No,No,No,Yes,No,Yes,Yes,No,No,No,400,NA,NA,NA,NA,NA,NA,NA,Week 1,yellow,5,0.0125
30/06/2015,1:34:28 PM,NA,NA,Yellow group lake,20x20m,NA,2,34,0.6,0.35,1,NA,0-2m,NA,,NA,No,No,No,Yes,No,Yes,Yes,No,No,No,400,NA,NA,NA,NA,NA,NA,NA,Week 1,yellow,5,0.0125
30/06/2015,1:35:44 PM,NA,NA,Yellow group lake,20x20m,NA,3,34,0.45,0.02,2,NA,0-2m,NA,,NA,No,No,No,Yes,No,Yes,Yes,No,No,No,400,NA,NA,NA,NA,NA,NA,NA,Week 1,yellow,5,0.0125
30/06/2015,1:37:00 PM,NA,NA,Yellow group lake,20x20m,NA,4,34,0.5,0.15,2,NA,0-2m,NA,,NA,No,No,No,Yes,No,Yes,Yes,No,No,No,400,NA,NA,NA,NA,NA,NA,NA,Week 1,yellow,5,0.0125
30/06/2015,11:35:13 AM,NA,NA,Yellow group spider heaven,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Banksia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.90764331,6,0.015,0.12,0.12,0.07,0.1,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,Yellow group spider heaven,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Casuarina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.03821656,10,0.025,0.14,0.21,0.11,0.15,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,Yellow group spider heaven,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.98248408,3,0.0075,0.04,0.06,0.03,0.04,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,Yellow group spider heaven,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.07961783,4,0.01,0.16,0.08,0.05,0.1,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,green,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Callitris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.48407643,5,0.05,0.11,0.1,0.23,0.15,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,green,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.68630573,3,0.03,0.06,0.06,0.14,0.09,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,green,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Banksia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7611465,5,0.05,0.08,0.1,0.23,0.14,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,Yellow group lake,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.31050955,6,0.015,0.2,0.12,0.07,0.13,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,Yellow group lake,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Casuarina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.84394904,5,0.0125,0.07,0.1,0.06,0.08,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,Yellow group lake,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Banksia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.474522293,1,0.0025,0.03,0.02,0.01,0.02,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,Yellow group spider heaven,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Acacia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,Yellow group spider heaven,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Angophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,Yellow group spider heaven,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Araucaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,Yellow group spider heaven,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Callitris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,Yellow group spider heaven,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Lophostemon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,Yellow group spider heaven,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Melaleuca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,Yellow group spider heaven,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Syncarpia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,Yellow group spider heaven,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,green,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Acacia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,green,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Angophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,green,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Araucaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,green,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Casuarina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,green,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Lophostemon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,green,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Melaleuca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,green,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Syncarpia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,green,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,Yellow group lake,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Acacia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,Yellow group lake,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Angophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,Yellow group lake,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Araucaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,Yellow group lake,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Callitris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,Yellow group lake,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Lophostemon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,Yellow group lake,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Melaleuca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,Yellow group lake,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Syncarpia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,yellow,NA,NA
30/06/2015,11:35:13 AM,NA,NA,Yellow group lake,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,Week 1,yellow,NA,NA
2/07/2015,9:16:07 AM,NA,NA,blue wallum heath,20x20m,NA,1,9,0.6,0.07,5,NA,0-2m,NA,,NA,No,No,No,No,No,No,Yes,No,No,No,400,NA,NA,NA,NA,NA,NA,NA,Week 2,blue,0,0
2/07/2015,9:18:37 AM,NA,NA,blue wallum heath,20x20m,NA,2,9,0.48,0.4,3,NA,0-2m,NA,,NA,No,No,No,No,No,No,Yes,No,No,No,400,NA,NA,NA,NA,NA,NA,NA,Week 2,blue,0,0
2/07/2015,9:21:29 AM,NA,NA,blue wallum heath,20x20m,NA,3,9,0.65,0.07,6,NA,0-2m,NA,,NA,No,No,No,No,No,No,Yes,No,No,No,400,NA,NA,NA,NA,NA,NA,NA,Week 2,blue,0,0
2/07/2015,9:24:31 AM,NA,NA,blue wallum heath,20x20m,NA,4,9,0.45,0.28,10,NA,0-2m,NA,,NA,No,No,No,No,No,No,Yes,No,No,No,400,NA,NA,NA,NA,NA,NA,NA,Week 2,blue,0,0
2/07/2015,1:37:08 PM,NA,NA,red retrogression,10x10m,NA,1,21,0.6,0.5,10,NA,2-8m,NA,,NA,No,No,No,Yes,Yes,Yes,Yes,No,No,No,100,NA,NA,NA,NA,NA,NA,NA,Week 2,blue,NA,NA
2/07/2015,1:38:49 PM,NA,NA,red retrogression,10x10m,NA,2,21,0.85,0.1,10,NA,2-8m,NA,,NA,No,No,No,Yes,Yes,Yes,Yes,No,No,No,100,NA,NA,NA,NA,NA,NA,NA,Week 2,blue,NA,NA
2/07/2015,1:39:08 PM,NA,NA,red retrogression,10x10m,NA,3,21,0.3,0.05,10,NA,2-8m,NA,,NA,No,No,No,Yes,Yes,Yes,Yes,No,No,No,100,NA,NA,NA,NA,NA,NA,NA,Week 2,blue,NA,NA
2/07/2015,1:39:21 PM,NA,NA,red retrogression,10x10m,NA,4,21,0,0.2,10,NA,2-8m,NA,,NA,No,No,No,Yes,Yes,Yes,Yes,No,No,No,100,NA,NA,NA,NA,NA,NA,NA,Week 2,blue,NA,NA
2/07/2015,12:51:51 PM,NA,NA,blue group spider heaven post sandblow,10x10m,NA,1,13,0.8,0.05,5,NA,0-2m,NA,,NA,No,No,No,Yes,No,Yes,Yes,No,No,No,100,NA,NA,NA,NA,NA,NA,NA,Week 2,blue,NA,NA
2/07/2015,12:54:20 PM,NA,NA,blue group spider heaven post sandblow,10x10m,NA,2,13,0.6,0.2,20,NA,0-2m,NA,,NA,No,No,No,Yes,No,Yes,Yes,No,No,No,100,NA,NA,NA,NA,NA,NA,NA,Week 2,blue,NA,NA
2/07/2015,12:57:09 PM,NA,NA,blue group spider heaven post sandblow,10x10m,NA,3,13,0.55,0.05,10,NA,0-2m,NA,,NA,No,No,No,Yes,No,Yes,Yes,No,No,No,100,NA,NA,NA,NA,NA,NA,NA,Week 2,blue,NA,NA
2/07/2015,12:59:56 PM,NA,NA,blue group spider heaven post sandblow,10x10m,NA,4,13,0.5,0.3,20,NA,0-2m,NA,,NA,No,No,No,Yes,No,Yes,Yes,No,No,No,100,NA,NA,NA,NA,NA,NA,NA,Week 2,blue,NA,NA
2/07/2015,9:16:07 AM,NA,NA,blue wallum heath,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.6433121,22,0.055,0.56,0.52,0.24,0.44,Week 2,blue,NA,NA
2/07/2015,9:16:07 AM,NA,NA,blue wallum heath,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Casuarina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.945859873,1,0.0025,0.01,0.02,0.01,0.01,Week 2,blue,NA,NA
2/07/2015,9:16:07 AM,NA,NA,blue wallum heath,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Banksia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.200636943,2,0.005,0.03,0.05,0.02,0.03,Week 2,blue,NA,NA
2/07/2015,9:16:07 AM,NA,NA,red retrogression,20x20m,NA,0,NA,NA,NA,NA,NA,NA,NA,Eucalyptus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.439490446,1,0.01,0.04,0.02,0.04,0.03,Week 2,blue,NA,NA
