"Date","Time","group","Transect","Zone","Points within Zone","distance on tape","Latitude","Longitude","quarter","species","Distance from point (m)","Height (m)","Circumference (cm)","point location note"
"4/07/2015","11:48:14 AM","ice","Landward-Creek","0-20m","Point 1","32","","","quarter 2","Osbornia octodonta","1.3","0.3","3",""
"4/07/2015","11:50:36 AM","ice","Landward-Creek","0-20m","Point 1","32","","","quarter 3","Rhizophora stylosa","1.4","1.9","23",""
"4/07/2015","11:50:54 AM","ice","Landward-Creek","20-40m","Point 1","32","-25.44795484","152.98992856","to next Transect point","Ceriops australis","1","1","11",""
"4/07/2015","11:51:57 AM","ice","Landward-Creek","20-40m","Point 1","32","","","quarter 4","Rhizophora stylosa","1.5","0.2","6",""
"4/07/2015","11:55:22 AM","ice","Landward-Creek","0-20m","Point 1","18","-25.44796875","152.99003171","to next Transect point","Ceriops australis","1","1","11",""
"4/07/2015","11:56:27 AM","ice","Landward-Creek","0-20m","Point 1","18","","","quarter 1","Rhizophora stylosa","0.8","0.9","20",""
"4/07/2015","11:57:08 AM","ice","Landward-Creek","0-20m","Point 1","18","","","quarter 2","Rhizophora stylosa","0.5","0.8","11",""
"4/07/2015","11:59:22 AM","ice","Landward-Creek","0-20m","Point 1","18","","","quarter 3","Avicennia marina","1","1.8","17",""
"4/07/2015","12:00:39 PM","ice","Landward-Creek","0-20m","Point 1","18","","","quarter 4","Rhizophora stylosa","0.8","0.6","9",""
"4/07/2015","12:58:48 PM","ice","Landward-Creek","0-20m","Point 1","18","","","to next exercise","Ceriops australis","1","1","11",""
"4/07/2015","12:58:55 PM","ice","Landward-Creek","0-20m","Point 1","18","-25.44821781","152.98775292","to next exercise","Ceriops australis","1","1","11",""
